lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
88,1,134.1,6,15,4,3,0,3,0,1
3,0,79.2,8,17,2,5,1,0,0,0
282,2,83.3,12,29,4,3,1,0,0,0
45,0,101.38,11,1,4,8,2,0,0,0
118,0,76.0,3,1,3,1,0,0,0,1
92,1,76.5,7,31,4,1,0,0,0,0
127,0,99.45,5,6,4,3,2,0,0,1
42,1,78.3,1,16,4,1,2,0,0,1
95,2,72.25,12,5,4,1,0,0,0,1
135,2,114.75,7,13,4,5,2,0,0,1
24,0,159.0,3,24,4,1,0,0,0,0
49,0,76.5,3,14,4,1,1,0,0,0
60,0,115.2,7,4,4,1,1,0,0,1
60,2,152.1,7,9,4,1,0,0,3,1
149,0,130.5,8,12,4,2,1,0,0,0
7,2,138.5,10,30,4,2,2,0,0,1
18,1,65.0,6,20,2,0,1,0,0,1
16,0,109.0,3,18,4,2,0,0,0,0
19,0,75.0,7,18,3,1,1,3,0,1
126,0,131.47,7,3,4,4,2,0,0,1
1,0,109.0,7,29,4,1,0,3,0,0
135,3,76.5,8,1,4,3,2,0,0,1
15,4,0.0,8,28,1,1,0,0,1,1
60,1,60.0,1,29,3,2,0,0,0,1
164,0,76.46,8,24,4,3,0,0,0,0
38,1,101.83,9,14,4,5,2,0,0,1
95,0,68.0,10,30,3,4,2,0,0,1
0,0,103.2,5,18,3,1,0,3,0,1
8,2,92.67,2,10,4,3,0,0,3,1
7,1,117.04,10,3,4,2,1,0,0,1
148,1,115.6,12,23,4,2,2,0,3,1
90,0,78.63,4,21,3,3,0,0,0,1
45,1,80.3,2,25,4,3,0,0,0,1
56,0,71.52,2,8,4,2,1,0,1,1
71,0,90.0,5,10,3,3,0,0,0,1
30,0,150.3,3,31,4,3,0,0,0,0
17,0,126.0,3,18,4,2,2,0,0,1
87,2,131.4,8,31,4,4,0,0,0,1
164,1,126.9,9,30,4,2,2,0,3,0
30,2,153.0,9,1,4,2,0,1,0,1
15,2,200.0,11,7,4,2,1,0,0,1
39,2,94.5,10,12,4,3,1,0,0,1
33,0,65.0,9,28,1,2,0,0,0,1
1,1,66.22,2,1,4,0,1,0,0,1
19,0,112.0,11,1,4,2,0,0,0,0
87,0,80.75,6,11,3,2,2,0,0,1
134,0,116.1,6,18,4,1,0,3,0,1
314,0,75.0,10,12,4,3,0,0,0,0
106,0,121.37,7,18,4,5,2,0,3,0
51,0,123.3,8,31,4,4,1,0,3,0
96,1,57.6,12,4,4,2,2,3,0,1
0,0,101.52,6,20,4,0,1,0,0,1
159,2,130.14,9,16,4,3,2,0,0,0
13,2,119.0,6,9,4,1,0,0,0,1
0,0,64.0,1,14,3,1,0,0,0,1
0,0,106.0,12,28,4,0,1,0,0,1
70,3,106.25,4,4,4,3,1,0,0,1
14,1,81.9,1,27,4,2,0,0,0,1
1,0,105.0,8,10,4,1,1,0,0,0
61,2,81.9,11,14,4,1,2,0,3,1
1,1,65.0,4,5,2,2,0,0,0,1
29,0,122.55,9,18,4,0,2,3,0,0
33,1,85.5,9,14,4,1,1,0,0,1
15,2,106.33,11,29,4,3,0,0,0,1
150,2,76.5,8,13,4,3,0,0,0,1
52,1,108.0,10,17,4,1,1,3,0,1
52,1,131.4,3,22,4,3,0,0,3,0
127,3,90.0,12,22,4,2,0,0,0,1
23,0,65.75,3,5,3,3,2,0,0,1
155,1,118.8,8,18,4,1,0,0,3,0
91,1,127.5,5,4,3,4,0,1,0,1
5,1,106.68,11,6,4,3,2,3,0,1
14,0,105.0,11,16,4,4,0,0,0,0
0,1,136.44,8,24,4,1,0,1,0,1
124,0,159.3,6,3,4,2,1,0,3,0
158,0,107.1,8,15,3,2,1,0,3,0
36,0,100.8,4,17,4,0,2,0,0,0
246,1,114.75,10,13,4,3,2,0,0,0
2,0,55.0,3,2,3,1,0,0,3,1
124,1,105.3,8,1,4,2,1,0,0,1
3,2,133.0,10,4,4,4,2,3,0,1
11,0,145.0,7,10,4,2,2,0,0,0
76,2,110.5,4,16,4,2,2,0,0,1
0,0,90.0,9,10,2,1,0,0,0,1
77,2,86.4,11,23,4,1,0,0,0,1
266,1,96.3,12,30,4,2,0,0,0,1
222,0,168.3,10,29,4,1,0,0,5,0
26,0,142.0,4,15,4,2,0,0,3,0
31,0,75.0,10,26,3,2,1,0,3,1
29,1,73.73,3,7,4,3,1,0,3,1
28,1,107.53,10,7,4,3,0,0,0,1
34,0,159.3,3,25,4,2,0,0,3,0
74,0,186.3,6,15,4,2,0,0,3,0
138,0,96.3,8,29,4,1,1,0,0,1
31,0,77.0,2,4,2,2,0,0,0,1
3,0,106.0,12,27,4,2,0,0,0,1
92,2,150.45,5,15,4,2,2,0,3,1
5,2,189.43,4,26,4,3,0,0,5,1
16,0,111.0,5,29,4,0,1,0,0,0
42,1,104.42,11,16,4,4,1,0,0,1
13,0,153.0,8,24,4,1,1,0,5,1
147,0,137.7,8,22,4,2,1,0,3,0
167,0,102.0,9,16,4,4,0,0,3,0
2,0,102.7,8,2,4,1,0,0,0,1
96,0,180.3,4,28,4,3,0,0,5,0
38,0,117.9,7,20,4,1,0,0,0,0
86,1,97.54,7,26,4,3,0,0,1,1
6,2,163.33,8,13,4,1,2,0,0,1
15,0,114.33,6,12,4,1,2,0,0,0
0,0,116.0,3,4,4,2,0,0,3,1
7,1,70.0,10,17,4,1,1,3,0,1
5,1,120.0,10,19,4,1,1,0,0,1
2,0,90.0,11,11,3,1,0,0,4,1
3,0,120.0,8,17,2,2,1,0,0,0
123,1,118.8,9,5,4,3,1,3,0,0
20,0,80.0,3,9,3,3,0,0,0,1
0,1,136.0,9,19,3,1,2,0,3,1
12,2,94.35,10,23,4,3,2,0,0,1
113,0,55.63,3,29,4,4,0,3,0,1
121,0,90.95,6,4,3,2,2,0,3,1
84,0,80.0,11,11,3,1,0,0,0,1
7,0,101.0,3,22,4,1,0,0,0,0
1,3,0.0,8,12,4,2,0,0,1,1
52,1,118.0,8,28,4,0,1,3,0,0
25,1,60.0,12,27,3,3,0,0,0,1
7,1,144.86,11,6,4,5,2,0,0,1
111,1,139.5,7,23,4,3,2,1,0,1
39,1,70.87,11,12,4,11,5,3,0,0
101,1,134.1,8,20,4,1,1,0,0,1
21,1,37.07,11,5,3,3,0,0,0,1
48,1,88.4,12,4,4,3,2,0,0,1
98,0,198.9,6,2,4,3,0,0,5,0
36,3,159.3,5,1,4,2,2,0,3,1
74,3,89.25,9,15,4,2,0,0,0,1
172,1,96.3,7,3,4,1,2,0,0,1
2,3,130.0,10,27,4,2,0,3,0,1
122,0,80.0,12,8,4,3,0,0,0,0
6,0,104.0,10,9,3,0,2,0,0,1
40,2,99.71,10,7,4,3,0,0,0,1
47,2,150.3,7,2,4,1,1,0,3,1
0,0,65.0,12,21,3,1,0,0,0,1
117,1,114.3,5,6,4,2,0,0,3,1
3,2,67.0,5,12,2,1,0,0,0,1
147,1,6.0,4,4,4,3,1,0,1,1
1,2,221.33,10,6,4,3,0,0,5,1
4,0,73.8,2,22,3,1,1,0,0,1
122,2,81.26,8,21,3,5,3,0,0,1
235,0,97.71,9,28,4,2,0,0,0,0
38,4,179.3,10,20,4,1,0,0,5,1
75,0,135.0,10,11,4,5,0,0,0,0
12,1,164.0,9,22,4,4,0,3,0,1
210,0,72.25,8,15,3,5,2,0,0,1
147,2,143.1,9,18,4,3,2,0,3,1
5,2,114.0,9,9,4,2,0,0,0,1
27,0,156.0,5,18,4,1,0,0,3,1
136,1,117.29,5,29,4,3,2,0,3,1
79,2,148.86,7,6,4,4,1,0,3,1
2,1,197.0,5,27,4,1,0,0,3,1
30,1,111.6,6,19,3,2,2,0,0,1
6,0,100.63,11,14,2,3,1,0,3,1
184,2,90.9,10,17,4,3,1,0,0,1
12,3,158.5,2,24,4,4,0,1,0,1
12,0,131.0,6,27,4,3,1,0,3,1
1,0,79.0,1,20,4,2,0,3,0,1
10,0,145.0,10,8,4,1,0,0,0,0
151,1,105.3,7,15,4,1,0,0,0,0
128,1,151.2,10,18,4,5,1,0,3,1
87,1,53.67,3,9,4,4,1,0,0,1
32,1,109.58,10,14,4,4,0,0,0,1
55,0,207.9,9,20,4,3,0,0,5,0
179,0,137.7,8,22,4,0,1,0,3,0
20,0,110.0,5,26,0,1,0,0,3,1
159,0,103.21,6,12,4,2,2,0,1,0
195,0,76.16,5,16,3,2,1,0,0,1
55,1,109.8,9,2,4,2,1,0,0,1
93,0,92.65,12,10,3,1,1,0,0,1
1,0,173.0,2,19,4,1,0,0,5,1
64,1,149.4,9,16,4,2,0,0,3,1
89,1,159.3,4,30,4,1,2,0,3,0
195,1,106.03,8,13,4,1,2,0,0,0
32,1,68.0,10,26,3,4,1,0,3,1
39,0,71.1,3,3,4,3,1,3,0,0
147,2,84.6,12,14,4,1,0,0,0,1
1,0,98.0,8,9,4,0,1,3,0,1
166,0,90.95,7,7,4,3,1,0,0,0
0,1,0.0,1,20,1,1,0,0,6,1
40,0,155.13,12,31,4,2,2,1,0,0
133,0,85.5,5,17,3,5,1,0,0,1
5,0,86.0,2,10,4,1,0,0,0,1
104,2,138.6,9,2,4,2,1,0,0,1
30,2,88.0,12,8,4,3,0,3,0,1
3,1,157.27,10,15,4,1,0,0,3,1
130,0,80.75,9,3,3,1,2,0,0,1
120,0,72.25,7,20,3,4,0,0,0,0
163,3,121.5,8,1,4,0,1,0,0,1
205,1,90.95,7,22,4,3,2,0,0,0
95,0,60.5,12,29,3,4,0,0,3,1
145,1,131.7,7,3,4,1,2,0,3,1
81,0,131.4,8,5,4,2,0,0,3,0
17,2,104.0,11,23,4,3,0,0,0,1
8,1,91.0,6,23,4,1,0,0,0,1
15,0,88.0,3,10,4,4,2,3,0,0
44,1,126.0,10,11,4,3,0,0,0,1
39,1,83.9,3,3,4,3,1,0,0,1
63,2,142.2,9,1,4,3,1,0,3,1
105,0,65.0,9,28,2,1,0,0,0,1
71,2,79.2,11,25,4,2,0,3,0,1
89,1,121.8,7,26,4,5,1,0,3,1
2,0,90.95,6,13,3,5,1,0,3,1
207,2,108.9,10,4,4,1,0,0,0,0
6,1,149.0,9,17,4,1,1,3,0,1
214,1,158.95,8,7,4,2,2,0,5,0
44,0,85.0,4,23,3,1,2,0,0,1
50,0,126.0,11,25,4,2,1,0,3,0
7,1,115.0,2,15,3,4,1,0,0,1
110,1,104.4,10,28,4,2,1,0,3,1
82,1,99.45,4,8,4,2,2,0,3,1
5,0,84.0,6,14,3,1,0,0,0,1
320,1,94.95,8,20,4,1,2,0,1,1
98,1,85.6,4,8,4,2,0,0,0,0
10,3,162.33,9,18,4,1,2,0,0,1
38,0,151.47,8,14,4,1,2,0,3,0
85,0,105.0,12,8,3,3,0,0,0,1
55,0,126.0,8,29,4,8,3,0,3,1
1,0,183.0,5,9,4,1,1,0,5,1
16,0,43.0,1,31,3,2,2,0,0,1
4,4,0.0,5,13,1,1,0,0,6,1
55,0,100.0,9,9,2,2,0,0,0,0
34,2,79.8,3,25,4,2,2,0,1,1
6,2,67.0,12,8,2,1,0,0,0,1
81,0,116.1,5,7,4,1,2,3,0,1
85,2,134.1,8,16,4,5,0,0,0,1
164,0,114.3,7,10,4,0,2,0,0,0
63,1,99.79,4,24,4,3,2,0,0,1
26,0,100.0,11,11,4,1,0,3,0,0
86,1,93.6,12,15,4,2,0,0,0,1
2,1,200.0,9,19,4,1,0,0,3,1
27,0,90.25,9,3,4,3,1,0,0,1
7,1,132.33,6,29,4,3,0,3,0,1
86,3,90.95,9,3,3,2,2,0,3,1
17,1,97.0,3,19,4,1,0,3,0,1
173,1,126.9,9,13,4,5,2,0,0,0
52,0,79.2,11,3,4,1,0,3,0,0
12,0,90.0,8,5,2,3,0,0,0,1
159,1,114.75,5,13,4,2,2,0,0,0
215,0,67.26,11,30,4,4,0,0,1,0
189,1,60.0,3,25,3,2,1,0,3,1
213,0,119.85,9,19,4,5,3,0,0,0
41,0,114.04,3,28,4,4,1,0,3,1
24,0,53.85,9,1,3,6,2,0,0,1
62,1,111.88,12,23,4,2,1,1,0,1
17,0,97.0,3,11,4,2,1,3,0,0
42,2,94.5,10,19,4,1,1,0,0,1
47,1,79.2,11,11,4,2,1,3,0,0
18,0,79.0,3,15,4,4,0,3,0,1
1,1,111.0,6,14,4,1,0,0,0,1
3,0,89.0,4,8,4,1,0,3,0,0
89,0,162.3,4,9,4,1,2,0,5,1
4,0,90.0,5,20,2,1,0,0,3,0
104,1,108.0,10,17,4,2,1,3,0,0
97,1,76.5,8,19,4,1,0,0,0,1
181,0,85.5,8,27,4,1,2,3,0,0
85,1,116.1,6,21,4,2,0,3,0,1
118,1,85.5,7,19,4,0,2,0,0,0
58,1,139.5,10,20,4,3,0,0,3,0
40,0,85.5,6,27,3,2,1,0,0,1
38,1,104.64,9,25,4,0,2,0,0,0
9,1,115.0,2,27,4,1,1,0,3,0
125,0,90.0,12,2,4,1,0,0,0,1
5,0,65.0,5,10,2,1,0,0,0,1
33,1,67.5,8,5,4,4,0,0,1,0
281,0,108.8,10,3,4,3,1,0,3,0
45,1,79.2,11,11,4,2,0,3,0,1
53,1,161.78,8,25,4,3,1,0,3,1
151,1,143.28,12,29,4,3,0,0,0,0
12,2,177.0,6,19,4,2,2,0,3,1
92,0,149.4,9,9,4,2,2,0,3,0
21,3,124.25,8,29,4,3,1,0,0,1
50,1,74.8,11,15,4,4,0,3,0,1
35,1,151.5,10,8,4,1,2,0,3,1
54,0,144.0,8,28,4,3,2,1,0,1
24,1,117.67,9,17,4,3,0,0,0,1
1,0,115.0,8,4,4,1,0,0,0,1
49,1,90.9,4,19,4,1,0,0,0,1
60,1,63.49,3,12,4,2,2,0,3,1
54,0,159.3,6,4,4,1,0,0,3,0
100,1,121.5,7,16,4,1,2,0,0,0
107,1,119.7,8,21,4,1,2,0,0,1
111,1,86.9,9,1,4,3,0,3,0,1
18,0,74.8,11,25,4,2,2,3,0,0
73,2,89.25,10,22,4,3,0,0,0,1
37,2,135.9,7,13,4,4,0,0,0,1
77,3,132.3,10,7,4,2,1,0,3,1
216,0,172.23,11,6,4,5,2,0,0,0
75,0,75.0,4,26,3,4,0,0,0,1
15,1,81.0,11,6,4,2,0,0,0,1
56,0,132.6,5,13,4,5,2,0,3,0
1,0,80.0,7,21,3,1,0,3,0,1
105,0,139.5,7,31,4,3,2,0,3,0
40,0,107.1,4,1,4,2,1,3,0,0
59,0,75.0,11,18,3,2,2,0,0,1
110,0,85.75,5,17,3,7,2,0,0,1
25,0,75.0,10,19,3,2,1,0,3,1
4,1,99.0,4,2,4,1,0,3,0,1
46,2,125.1,8,17,4,1,0,3,0,1
76,1,135.0,10,12,4,4,2,0,0,0
27,0,163.8,10,3,4,4,1,0,3,0
43,0,68.0,3,25,3,2,1,0,0,1
70,1,72.9,2,26,4,2,0,0,0,0
132,0,90.95,6,28,4,4,0,0,0,1
9,0,96.0,12,9,4,3,0,0,0,1
247,1,67.26,12,24,4,3,2,0,1,1
179,0,93.5,9,20,4,0,1,0,0,0
79,0,80.75,4,7,4,3,1,0,0,0
67,2,132.3,6,26,4,0,2,0,3,1
80,0,96.9,6,27,3,3,1,0,0,1
71,0,127.0,9,22,3,3,0,1,0,1
126,0,97.75,7,6,4,4,0,3,0,0
127,1,146.92,10,2,4,3,2,0,5,1
81,1,161.1,8,16,4,2,0,0,0,1
6,3,69.5,1,12,4,2,0,3,0,1
192,1,117.3,7,25,3,4,1,0,4,0
192,2,76.5,8,6,4,3,2,0,0,1
21,1,95.48,10,26,4,2,0,0,0,1
72,1,119.85,5,13,4,2,2,0,0,1
10,0,137.7,7,4,2,1,1,0,0,1
23,1,68.53,9,12,4,0,1,3,0,1
0,2,122.0,8,27,4,1,0,0,0,1
2,2,145.0,9,20,4,3,2,0,0,1
28,0,82.65,10,15,4,3,0,0,0,1
17,1,230.0,8,22,4,3,1,0,5,1
199,0,106.0,9,12,2,2,1,0,4,0
55,1,60.0,1,31,3,1,2,0,0,1
141,2,105.3,7,17,4,1,2,0,0,1
157,0,106.0,8,1,2,2,1,0,4,0
93,0,134.1,8,3,4,4,1,0,0,0
35,0,94.5,4,22,4,2,1,3,0,1
6,1,106.33,3,10,4,3,0,0,0,1
32,2,126.0,4,20,4,2,0,0,0,1
15,1,85.29,8,27,4,5,2,0,1,0
53,1,120.0,4,28,4,3,0,0,0,1
101,1,69.5,2,18,4,3,0,3,0,1
9,2,178.0,10,30,4,0,2,1,0,1
30,0,85.0,10,16,3,1,2,0,0,1
4,3,128.0,8,17,4,1,1,0,0,1
173,2,94.5,7,8,4,1,0,3,0,1
144,0,131.7,8,24,4,3,0,0,3,0
69,0,72.25,4,10,3,0,1,3,0,1
88,1,119.0,12,17,4,5,2,0,3,1
6,0,77.0,9,24,3,1,0,0,0,1
45,1,95.0,4,23,3,1,2,0,0,1
104,1,88.4,12,8,4,3,1,0,0,1
19,1,95.0,9,19,3,2,1,0,0,1
4,0,66.0,2,23,2,1,0,0,0,1
0,0,75.0,3,24,3,1,0,0,0,1
110,0,90.95,4,20,4,2,0,0,3,1
164,1,96.3,7,1,4,2,0,0,0,1
32,2,88.0,12,2,4,2,0,3,0,1
1,1,111.35,5,30,4,3,1,0,0,1
38,0,96.3,10,20,4,5,0,0,0,1
2,0,87.78,5,31,4,3,0,3,0,1
1,1,116.0,4,16,4,2,2,0,3,1
89,0,80.3,3,3,4,3,0,0,0,1
8,2,81.0,8,19,4,3,0,3,0,1
33,0,80.1,4,18,4,1,1,3,0,1
79,0,143.1,7,9,4,3,2,0,3,1
15,2,117.0,8,30,4,2,0,0,0,1
49,0,152.1,8,15,4,2,1,0,0,0
197,0,96.3,10,29,4,1,2,0,0,0
93,1,122.4,11,3,4,3,0,0,3,1
20,0,129.0,10,4,4,3,0,3,0,0
88,1,102.6,11,18,4,2,0,0,3,0
18,1,110.46,7,11,4,2,1,0,0,1
87,1,79.5,4,4,4,2,1,3,0,1
103,0,94.5,7,18,3,1,2,1,0,1
1,1,65.0,11,5,3,1,0,0,0,1
53,1,137.7,4,7,4,3,0,0,3,1
19,0,149.0,10,3,4,2,1,0,0,0
14,0,98.39,12,3,4,2,2,0,3,1
5,0,151.0,8,9,4,3,0,0,0,0
147,1,114.3,8,6,4,1,0,0,0,0
69,1,92.28,5,11,4,4,0,0,0,1
14,1,108.45,11,2,4,3,1,0,3,1
7,2,155.45,9,28,4,8,3,0,0,1
103,0,205.0,12,31,3,1,2,0,0,0
67,2,130.4,12,5,4,1,2,3,0,1
0,2,146.4,9,8,4,5,0,0,0,1
19,1,130.0,2,19,4,2,2,0,3,1
29,1,148.0,7,28,4,1,0,3,0,1
5,0,254.0,3,27,4,3,2,1,5,0
125,0,138.3,12,27,4,3,0,0,3,0
67,0,80.75,4,3,4,4,2,3,0,1
5,2,184.0,9,7,4,1,0,0,3,1
139,0,151.2,10,8,4,1,2,0,3,0
222,0,118.0,4,28,4,3,2,0,0,0
28,0,81.0,2,4,4,1,0,0,0,0
39,1,67.5,2,13,4,1,2,3,0,1
1,0,200.0,6,10,4,1,0,0,5,1
137,2,117.3,12,24,4,3,2,1,0,1
158,1,126.9,9,16,4,1,0,0,0,0
3,1,136.0,6,10,4,1,0,0,3,1
71,0,183.5,10,22,3,1,1,1,3,1
92,1,80.75,6,26,3,1,2,0,0,1
0,1,136.0,10,15,4,2,0,0,3,1
0,0,148.67,8,13,4,3,0,0,0,0
3,2,178.67,11,18,4,2,1,0,5,1
10,0,79.2,12,16,4,2,1,0,0,1
0,1,110.46,7,5,4,3,0,3,0,1
55,1,84.8,3,1,4,2,0,0,0,1
45,0,168.3,5,12,4,3,2,0,3,1
22,0,82.33,2,4,4,3,0,0,0,0
88,0,75.0,12,18,3,1,2,0,0,1
0,2,129.0,6,18,4,1,0,3,0,1
99,1,96.3,4,13,4,2,0,0,0,0
89,1,127.8,7,14,4,2,0,0,3,0
15,0,99.0,9,12,4,0,1,0,0,0
1,0,85.0,12,10,4,1,0,3,0,1
195,1,89.25,9,7,4,5,1,0,0,1
14,1,72.0,5,18,3,4,0,0,0,1
208,0,116.1,9,11,4,1,2,3,1,0
218,2,106.1,10,7,4,2,1,0,0,0
5,1,143.5,6,20,4,3,1,0,3,0
3,0,131.0,7,24,4,0,1,0,0,1
3,2,102.8,4,23,4,1,1,0,0,1
9,1,89.0,1,4,4,0,1,0,0,1
5,1,136.0,4,21,4,3,0,0,3,1
80,1,76.5,7,3,4,2,1,0,0,0
183,0,98.1,10,11,4,1,0,3,0,0
30,1,85.0,3,11,3,2,2,0,0,1
135,2,79.2,12,28,4,1,0,3,0,0
100,1,86.09,4,8,4,5,2,0,0,1
5,0,84.0,9,26,2,0,1,0,0,1
31,0,105.3,5,13,3,2,0,0,3,1
0,0,67.0,11,24,2,1,0,0,0,1
1,2,0.0,10,3,1,1,1,0,0,1
4,2,81.6,12,19,4,3,1,0,0,1
151,1,162.0,9,23,4,2,2,0,3,0
146,2,130.0,6,29,4,2,0,0,0,1
137,1,136.34,8,4,4,3,1,0,3,1
46,2,163.8,5,16,4,1,1,0,3,1
77,1,90.9,4,14,4,1,0,0,0,0
2,1,86.0,12,14,2,3,0,0,0,1
88,0,98.18,4,26,4,4,0,0,0,0
209,1,81.9,12,8,4,3,0,0,0,1
30,1,92.0,1,1,4,2,0,3,0,1
149,0,80.75,8,27,3,3,2,0,0,1
53,0,123.3,4,2,4,1,0,0,3,0
3,0,139.0,3,23,4,2,0,0,0,0
13,1,160.0,9,4,4,1,2,0,3,1
31,3,78.0,5,21,3,1,0,0,0,1
25,0,9.0,11,11,1,2,0,0,0,1
4,0,98.32,5,15,2,2,2,0,0,1
14,0,100.0,10,15,3,2,0,0,0,1
125,1,117.0,8,21,4,3,2,0,3,1
15,1,116.31,10,4,4,2,0,0,0,1
74,1,63.75,11,17,4,3,0,0,0,0
56,0,103.86,11,3,4,3,0,0,0,1
60,0,121.5,4,30,4,1,1,0,0,0
5,1,125.33,12,10,4,1,2,0,3,1
28,1,117.0,9,12,4,1,2,0,0,0
54,2,85.5,9,15,4,1,0,0,0,1
73,0,77.04,4,26,3,3,0,0,0,1
49,0,75.0,11,2,3,4,0,0,0,1
2,0,94.0,8,3,2,2,0,0,3,1
7,1,154.0,7,11,4,0,1,0,0,1
3,0,0.0,6,24,4,0,0,0,3,1
249,0,184.65,12,27,3,5,0,0,0,1
92,1,76.5,7,4,4,1,2,0,0,0
12,0,183.67,3,24,4,3,0,0,3,0
103,1,76.22,4,11,4,0,1,0,0,1
124,1,48.33,3,15,3,5,1,0,0,1
88,2,150.45,4,3,4,2,2,0,5,1
29,1,139.0,7,28,4,1,0,3,0,1
17,0,187.0,7,9,4,1,1,0,3,0
121,0,107.95,7,3,4,2,2,0,0,0
22,2,95.0,9,1,4,5,1,0,0,1
7,2,107.03,8,31,4,1,0,0,0,1
0,1,155.0,9,21,4,3,1,0,3,1
51,1,108.0,10,5,4,2,0,3,0,1
43,0,137.33,12,31,3,3,0,1,0,1
274,1,96.5,7,31,4,1,2,0,1,1
37,1,158.4,10,2,4,1,2,0,3,1
188,0,61.88,11,21,3,2,1,0,0,1
137,1,105.3,7,12,4,3,0,0,0,1
69,1,88.4,7,28,3,5,2,0,0,1
28,1,98.0,10,12,2,1,0,0,0,1
238,0,80.0,10,13,3,3,0,0,0,1
54,1,83.8,11,18,4,3,2,3,0,1
335,0,0.0,10,13,4,3,0,0,0,0
126,0,103.5,5,7,4,1,0,3,0,0
40,0,109.8,4,18,4,0,1,0,3,1
197,1,86.9,8,11,4,1,0,0,3,0
57,2,202.5,10,12,4,2,0,1,3,1
34,1,151.2,10,4,4,3,0,0,3,1
7,0,66.0,2,29,2,1,1,0,0,1
65,1,107.1,9,6,4,2,0,0,0,1
248,2,83.38,10,13,4,3,2,0,0,1
43,0,168.3,7,14,4,1,0,0,3,0
9,0,142.0,8,16,4,5,1,0,0,0
0,1,114.0,8,20,4,1,0,0,0,1
158,1,89.25,10,5,4,1,1,0,0,1
192,0,19.15,9,25,3,3,2,0,0,0
1,1,96.3,10,23,4,2,2,0,0,1
20,1,97.0,3,11,4,2,1,3,0,1
52,0,94.5,4,12,4,3,0,3,0,0
34,0,85.0,10,26,3,4,1,0,0,1
176,0,143.1,9,15,4,3,0,0,0,0
38,2,87.0,12,13,4,1,2,0,0,1
4,1,139.33,9,30,4,3,0,3,0,1
43,2,176.67,11,9,4,3,0,0,0,1
19,0,139.0,7,27,4,2,0,3,0,1
242,0,108.8,9,10,4,2,2,0,3,0
14,1,97.75,5,31,4,2,0,0,0,1
2,0,65.0,9,27,2,0,2,0,0,0
36,1,108.9,6,19,4,1,2,0,0,1
153,1,90.0,12,10,4,1,2,0,0,1
1,1,89.5,12,20,4,3,0,0,0,1
7,0,79.0,11,3,2,1,0,0,0,1
84,2,168.3,9,13,4,5,0,0,3,1
62,2,137.7,4,24,4,1,2,0,3,1
12,1,111.0,2,12,4,3,2,0,0,1
54,3,85.6,11,2,4,4,1,3,0,1
6,1,97.02,10,18,4,2,2,0,0,1
36,1,63.06,3,9,4,4,0,0,0,0
66,2,93.6,11,2,4,4,0,0,0,1
1,0,101.5,8,14,3,2,0,1,0,1
13,0,78.0,12,20,4,3,0,3,0,1
136,1,154.8,9,30,4,2,1,0,3,0
116,0,89.25,5,15,4,3,2,3,0,0
18,1,186.5,10,2,4,2,0,0,5,1
72,0,84.0,9,18,3,1,0,1,0,1
10,1,99.0,8,17,4,3,1,0,0,0
158,0,114.3,8,13,4,1,1,0,0,0
35,1,68.07,12,9,4,7,2,0,0,1
46,0,85.5,10,16,3,2,2,0,0,1
68,1,112.2,4,6,4,5,2,0,3,1
72,0,132.6,5,22,4,3,2,0,3,0
12,1,89.59,12,10,4,3,2,0,0,1
0,0,160.0,9,27,2,1,0,0,3,1
57,1,123.3,9,2,4,2,0,0,3,1
117,0,105.3,5,6,4,2,1,0,0,0
75,1,127.8,7,30,4,1,0,0,3,1
45,1,83.3,2,18,4,3,0,0,0,1
56,0,68.72,10,9,4,4,2,0,1,0
1,1,232.5,11,6,4,0,2,0,3,1
101,1,68.0,8,6,4,2,0,0,0,1
33,1,111.42,8,29,4,4,1,0,0,1
193,0,65.0,10,15,4,3,0,0,0,0
0,0,0.0,7,19,1,1,0,0,0,1
48,1,158.0,10,22,4,1,1,0,5,1
3,0,70.0,10,7,3,4,0,0,0,1
28,1,97.63,4,17,4,1,2,0,0,0
3,2,133.0,9,21,4,2,1,3,0,1
9,0,58.0,2,8,3,2,1,3,0,1
99,0,236.52,10,21,4,3,2,1,5,0
16,1,136.0,4,25,4,2,1,0,3,1
183,1,112.0,8,9,4,3,0,0,0,0
46,1,75.0,3,29,3,5,0,0,0,1
18,1,139.0,9,20,4,1,0,0,0,1
212,1,70.0,5,20,3,3,2,0,0,1
13,1,101.0,11,22,4,0,1,0,3,1
40,1,73.8,12,5,3,1,2,0,3,1
86,1,95.85,3,26,4,3,2,0,0,1
56,0,74.0,6,9,3,3,1,0,0,1
45,0,76.3,2,29,4,2,1,0,0,1
64,0,70.46,3,10,4,13,6,3,0,0
6,0,132.0,7,2,4,1,1,3,0,0
0,0,86.0,1,2,4,1,1,0,0,1
122,1,101.15,7,14,4,8,2,0,0,1
77,0,87.31,3,22,4,5,2,0,0,1
23,0,79.2,11,24,4,3,1,3,0,0
80,2,137.7,4,11,4,2,1,0,0,1
82,1,103.7,4,14,4,3,1,0,3,0
56,2,79.2,12,12,4,0,1,3,0,1
268,0,78.0,4,8,4,3,2,0,0,0
11,0,58.0,12,11,3,2,1,0,0,1
130,1,104.4,5,5,4,3,0,0,0,1
48,3,168.3,8,15,4,4,1,0,3,1
32,2,97.92,10,5,4,4,1,0,0,1
